SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
538,"SOWQROJ12A8AE47400",138100,"Wake Me Up When September Ends","ARV3CRH1187B9A1B21",,"Berkeley CA",,"Green Day",0.0,340.79302,7,0.801,101.08,4,0.88,"Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05)",2005
539,"SOLXOSZ12A8C1432E2",319515,"Outta Babylon & I Love You","ARN03F71187FB4E3F4",,"United States",,"Ayo",0.0,229.25016,10,0.107,128.022,4,0.433,"I Love You",0
540,"SOTRSHW12A58A79E7C",53068,"A Classic Soul Christmas","ARTB5PP1187FB523B7",41.88415,"Chicago IL",-87.63241,"Donny Hathaway",0.0,231.18322,5,0.304,92.98,1,0.0,"This Christmas (LP Version)",0
541,"SONHURK12A8C131104",143653,"Curvy Cola Bottle Body","ARO32TC1187FB39461",35.83073,"Tennessee",-85.97874,"Chico",0.0,332.01587,4,0.425,126.938,4,0.037,"Curvy Cola Bottle Body",0
542,"SOZBOLJ12AB018B0EC",662932,"Amar y Querer (Homenaje a Las Grandes Canciones)","AR6GJDZ1187B991E46",19.4319,"Mexico City Mexico",-99.13285,"KALIMBA",0.0,352.67873,0,0.558,80.484,4,0.497,"Volcán",2009
543,"SOJBVLG12AB0180412",398259,"SKOLD vs. KMFDM","ARZDUML1187B9AD101",,"",,"SKOLD vs. KMFDM",0.0,327.88853,10,0.441,127.0,4,0.223,"Alkohol",0
544,"SOYOZCL12AB0189C16",467245,"Heart It Races Remixes","ARIW1BH1187FB4C94A",-37.81753,"Melbourne",144.96715,"Architecture In Helsinki",0.0,345.75628,5,0.183,100.032,4,0.996,"Heart it Races (Frank Tetaz Remix)",0
545,"SOHFVFR12AB0186969",805384,"The Best of the Wailing Souls","AR0DSOO1187B9B855E",,"",,"Wailing Souls",0.0,214.38649,0,0.0,124.788,4,0.049,"Very Well",1979
546,"SOXDEEZ12A6D4FBB9A",226149,"Heaven & Earth","AR6AGJV1187FB504BA",,"Toyohashi Japan",,"Kitaro",0.0,81.50159,8,0.372,143.291,1,0.0,"Village Attack/ The Arrest",1993
547,"SOABLAF12AB018E1D9",583091,"Black Gives Way To Blue","ARSW5F51187FB4CFC9",,"Seattle WA",,"Alice In Chains",0.0,256.522,10,0.346,107.845,4,1.0,"Lesson Learned",2009
548,"SOWOHNT12A6D4F60EA",24673,"The Capitol Years","ARD0FN11187B9B25CD",40.85715,"New York NY [The Bronx]",-73.85678,"Bobby Darin",0.0,163.52608,5,0.206,90.18,3,0.307,"(I Heard That) Lonesome Whistle",1995
549,"SOVLDWE12A8AE47F3E",277866,"Massive Reggae","ARXGWNG1187FB503A5",,"",,"Ini Kamoze",0.0,248.92036,9,0.36,100.342,4,1.0,"Here Comes The Hotstepper",1995
550,"SOSCKEF12AB0181D6F",630606,"9th Wonder Presents Dream Merchant Volume 1","ARF9EI11187B9AB66C",,"North Carolina",,"9th Wonder featuring Defcon_ Phonte",0.0,289.54077,11,0.574,137.534,3,1.0,"Almost Genuine",0
551,"SOQFRWV12A8C133D0A",192864,"Grown Up Wrong","AR3752L1187FB4B67E",,"",,"The Real Kids",0.0,148.06159,2,0.114,179.13,4,0.184,"Can't Shake That Girl",0
552,"SOQYKJX12A8AE4968F",138006,"The Best Of Ill Niño","ARQATWU1187B98EE26",40.14323,"Nueva Jersey (Estados Unidos)",-74.72671,"Ill Nino",0.0,180.50567,8,0.13,104.984,4,0.893,"What You Deserve (Album Version)",2006
553,"SOTSFFZ12AB0182949",344546,"Massacre Musical","ARORSBT11F50C4A96B",,"",,"De La Ghetto",0.0,280.45016,7,0.472,97.02,4,0.575,"Es dificil",0
554,"SOTMYBJ12A58A7A667",618681,"Blue Record","ARKLA8V1187B999B68",,"",,"Baroness",0.0,270.52363,10,0.15,176.066,3,0.592,"The Sweetest Curse",2009
555,"SOTVHQT12AB0181279",8497,"Grand Champ","ARTE9CG1187B99B1AF",,"",,"DMX / Eve / Jadakiss",0.0,265.22077,10,0.179,185.094,4,0.344,"We're Back",2003
556,"SOLLKHF12A58A77EE9",257800,"Cactuses Come In Flocks","ARNUPIM11F4C83BD4D",,"",,"Melt Banana",0.0,51.61751,10,0.58,86.571,1,0.0,"Talk Like POP",0
557,"SOMEUQK12AB017A8FF",385924,"Fuego Caliente","ARO7FES1187B9A59BE",43.1763,"AntwerpBelgium New York",-76.27503,"M.I.K.E.",0.0,514.7424,11,0.007,140.033,4,0.753,"Fuego Caliente",0
558,"SOZVBBA12A6D4FD1A8",227007,"Back To The Future","AR9KWJK1187FB4A531",18.22328,"Cuomo Puerto Rico",-66.42889,"Willie Rosario",0.0,281.41669,7,0.602,197.458,4,0.0,"Un Tipo Como Yo",1999
559,"SOJDXID12A8C140A22",609165,"Best of Zydeco","ARBPXW61187B99D5D9",,"",,"Jude Taylor & His Burning Flames",0.0,260.46649,10,0.448,102.731,4,0.0,"The Thrill Is Gone",1994
560,"SOCLAYI12A6310F138",340,"Black Market Music","AR6892W1187B9AC71B",,"London England",,"Placebo",0.0,246.96118,8,0.0,142.116,4,0.0,"Slave To The Wage",2000
561,"SOGAUIQ12A6D4F8262",311757,"Some Kind Of Monster","ART5MUE1187B98C961",,"Los Angeles CA",,"Metallica",0.0,252.3424,1,0.376,167.486,4,0.901,"Hit The Lights",1982
562,"SOXVUMX12AB0187374",509321,"Adios Sui Generis Vol.I","ARPNDSH1187B9B942F",,"",,"Sui Generis",0.0,234.52689,7,0.407,124.604,4,0.362,"Cancion Para Mi Muerte",0
563,"SOYBUNM12A6D4F64B1",77293,"Aviation","AR0WXWU1187B9AB33F",42.31256,"Mass. - Boston",-71.08868,"The Red Telephone",0.0,273.55383,2,0.23,117.329,4,0.293,"Have You Seen Her",0
564,"SOVFFIH12A81C217E6",179290,"Don't Look Back","ARHUQUF1187FB382E6",-29.21545,"Thaba Nchu",26.83776,"T-Bone",0.0,229.09342,0,0.643,208.416,4,0.0,"Don't Tell Me",0
565,"SOKMUOE12AAF3B3F2B",481769,"Eternity's Sunrise","ARBXBQR1187FB56FA5",,"",,"Bill Douglas",0.0,331.07546,10,0.486,105.535,4,0.765,"Karuna",0
566,"SOBBPHG12AB01869CE",648915,"Da Nastier da Better","ARPOPBQ11F4C83D36D",,"",,"DJ Spinn featuring Traxman",0.0,195.49995,4,0.1,159.959,4,0.0,"Lil Mama Getdown",0
567,"SOVBTZQ12AB0184DC0",757061,"Freddie And The Trojan Horse","AREKO1L1187B997EFE",55.70622,"Lund Sweden",13.1876,"The Radio Dept.",0.0,256.02567,9,0.578,88.02,1,0.439,"Closing Scene",2007
568,"SOFMOWZ12AB017F3B7",565273,"Dr Feelgood Deluxe Edition","AREGV3K1187B9AF614",,"Los Angeles California",,"Mötley Crüe",0.0,254.01424,7,0.246,127.745,4,0.699,"Get It For Free",1999
569,"SOKJKUH12A8AE46FAA",278622,"Innovation The Album Mixed By Shy FX","AR8S3OI1187B9B92E4",,"",,"Shy FX & T Power",0.0,380.44689,4,0.056,88.973,4,1.0,"Feelings",2005
570,"SOQVGKZ12A6D4F8244",25826,"Becstasy","ARXP9GE1187FB3ED0E",42.68318,"Rochester MI",-83.13702,"Becky Baeling",0.0,247.66649,7,0.447,132.892,4,0.398,"If You Love Me",2003
571,"SOMLPQI12A8C13EE3F",308612,"Suitcase","ARO0QD41187FB3AB0A",34.05349,"Los Angeles CA",-118.24532,"Keb' Mo'",0.0,190.56281,2,0.815,89.966,4,1.0,"Still There For Me",2006
572,"SOZXPDN12AB018302E",500301,"Ultrakurzwelle","ARQAXT91187B99103A",,"",,"UKW",0.0,266.762,0,0.714,97.362,3,1.0,"Allein",0
573,"SOTCPOF12AB01885FE",762451,"60's Girl Groups","ARNUFGE1187B9B7881",40.85715,"New York NY [The Bronx]",-73.85678,"THE CHIFFONS",0.0,166.922,3,0.0,120.712,3,0.825,"Doctor Of Hearts (Album Version)",0
574,"SOERPNN12A58A7D057",447727,"Instrumental Acordeón (28 Hits in Accordion)","ARITKAJ122BCFCA169",,"",,"S. Solis y Orquesta",0.0,182.20363,0,0.671,63.007,1,0.537,"La Vida En Rosa",0
575,"SOPILLC12A81C1FA01",275315,"Live From Deep In The Heart Of Texas","ARYV1OT1187B9B4C8E",,"",,"Commander Cody And His Lost Planet Airmen",0.0,188.70812,4,0.861,104.823,3,0.985,"Crying Time",1974
576,"SONDOLZ12AB0187777",688815,"Matters Of The Heart","ARGOLWM1187B98CEDE",43.7427,"Michigan",-84.62167,"Commissioned",0.0,342.83057,8,0.484,157.869,4,1.0,"You Can Always Come Home",0
577,"SOJXMRA12A58A7A875",653224,"Greatest Hits","AR8WHEJ1187B98CDCA",34.7519,"Blythesville AR",-92.13055,"Dee Clark",0.0,141.19138,8,0.65,91.704,4,0.792,"Little Bitty Pretty One",0
578,"SOHNDZB12A8C13EDB8",656513,"So Far From Real","ARF0COO1187B99B9EF",43.72233,"Ohsawa Ontario",-90.59239,"Cauterize",0.0,240.43057,1,0.535,97.148,4,0.772,"Shooting Stars",2003
579,"SOFJWKK12AB01826CD",632827,"Buzz Buzz","ARC1CJB1187B99FCA4",,"",,"Laurie Berkner",0.0,233.45587,5,0.84,144.71,4,0.071,"The Cookie Bakers of the Night",2001
580,"SONGTGF12AB017EC2C",329922,"DJ Slugo Juke Chronicles Vol. 10","ARCZ42S1187B98C0D7",,"",,"DJ Slugo",0.0,199.20934,1,0.0,150.056,4,0.0,"Whip It",0
581,"SOAPGDK12A6D4FAF5E",60332,"Without Zero","AR95QS71187FB3F49A",32.67828,"Georgia",-83.22295,"Joi",0.0,333.24363,7,0.248,95.973,4,0.731,"The Blessing",0
582,"SOTETIO12A8151CA26",292662,"Old Friends Live On Stage","ARIWB161187B9AA1D5",,"Forest Hills Queens New York City NY USA",,"Simon & Garfunkel",0.0,194.35057,7,0.704,151.5,4,0.161,"Citizen Of The Planet",2004
583,"SOJRNQF12A8C134D57",148848,"Love Me Now (featuring Wyclef) (International Only)","ARVUN5F1187FB4CCC7",,"Kingston Jamaica",,"Beenie Man Featuring Wyclef And Redman",0.0,228.04853,1,0.61,79.823,5,0.701,"Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman)",0
584,"SOVKUOE12A58A8066E",409364,"Blue Moon","AR7BMMV1187FB5B2D7",39.15093,"Ukiah CA",-123.2079,"Robben Ford",0.0,298.37016,9,0.678,111.903,4,1.0,"Something For The Pain",2002
585,"SOEZCYJ12A58A7C0D4",262136,"My Favorite Place","ARC28SN1187B989049",,"United States",,"Greater Vision",0.0,223.76444,10,0.654,135.955,4,0.503,"Everyone_ Everywhere_ Everytime",0
586,"SOUJNFK12AB0186B86",553397,"A New Kind of Army","ARUSOMY1187FB4D3B4",,"Pittsburgh PA",,"Anti-Flag",0.0,359.6273,6,0.426,141.334,1,0.733,"This Is NOT a Crass Song",1999
587,"SOHWDHV12A8C134426",288774,"Rescue You","ARS6HDE1187B99CA29",,"",,"Joe Lynn Turner",0.0,247.7971,5,0.27,86.665,4,0.141,"Soul Searcher",0
588,"SOUOZQB12AB0186284",762361,"Naked Songs Live And Acoustic","ARXPE571187FB4AFD0",,"Chicago IL",,"Rickie Lee Jones",0.0,221.12608,7,1.0,70.331,1,0.863,"Skeletons (Live Acoustic Version)",0
589,"SOSVTQX12A8C136D74",604938,"San Francisco Love House Volume 2","ARYSHL01187B9AAEC7",,"",,"Hysterie",0.0,389.642,0,0.466,130.032,4,0.929,"Imagination",2005
590,"SOEDCOB12A8C142CBA",174343,"Labor Days","AR6F6I21187FB5A3AA",,"",,"Aesop Rock",0.0,234.52689,4,0.442,167.909,4,0.01,"Flashflood",2001
591,"SOGMGUW12A8C143F44",462410,"Down The Line","ARBUHDB1187FB3E72C",46.87591,"Fargo ND",-96.78176,"Bobby Vee",0.0,227.05587,7,0.534,117.454,4,0.581,"What To Do Crying Waiting Hoping Learning The Game",0
592,"SOEYJEP12AB01816D3",386075,"Serie Tradicional - Mi Acordeón Bohemio  CD 1","ARARFT81187FB41EEA",,"",,"Alfredo Gutiérrez",0.0,130.16771,10,0.319,86.199,4,0.689,"El niño de la calle",0
593,"SOJWZGJ12A670203B7",11462,"Suit Yourself","ARA3VJJ1187FB3F5A6",,"Quantico VA",,"Shelby Lynne",0.0,290.97751,7,0.738,121.773,4,1.0,"Old Times Sake",2005
594,"SOYJBVO12AB0189DB3",715143,"Before & After","AR6C6VO1187FB4E267",35.14968,"Memphis TN",-90.04892,"Tora Tora",0.0,229.8771,9,0.661,140.984,4,1.0,"Wasted Love",0
595,"SOJBWGF12A8159E883",496543,"Eleanor Put Your Boots On","ARYVO9V1187B9B1FC6",,"Glasgow Scotland",,"Franz Ferdinand",0.0,195.13424,7,0.594,143.679,1,0.0,"Eleanor Put Your Boots On",2005
596,"SOKXZEJ12AC3DF5E1E",776987,"Coming On Strong","ARWA8AH1187FB3FC84",51.50632,"London",-0.12714,"Hot Chip",0.0,181.02812,1,0.914,126.14,4,0.0,"Ass Attack (Four Tet Remix)",2004
597,"SOWSLOF12AB017FE36",388945,"Classic Latino","AR9JNFU1187B9B9868",,"",,"Gal Costa",0.0,193.35791,9,0.244,137.941,4,0.201,"Canta Brasil",1981
598,"SOTTJUN12A8C132C22",243895,"Coal","AR1DR0E1187FB48F61",,"Cross Lane WV",,"Kathy Mattea",0.0,44.64281,1,0.426,146.894,1,0.0,"Sally In the Garden",2008
599,"SOBKPCA12A8C131AD9",282034,"James Taylor Live","ARSF0K11187B9AF319",,"London England",,"James Taylor",0.0,324.85832,7,0.608,102.756,3,1.0,"Steamroller Blues",0
600,"SOHJIJX12AB01821ED",460246,"Drama_ Spiel und Blut (Das Archiv Teil 1)","ARFY8NV1187B9B1961",,"",,"Der Moderne Man",0.0,183.30077,4,0.578,147.679,1,0.0,"Heute",0
601,"SOFDOAD12A58A7BAD3",363561,"Performing this week... At Ronnie Scotts","ARHI20L1187FB4C997",51.27172,"Wallington Surrey England",-0.39535,"Jeff Beck",0.0,286.27546,4,0.315,145.917,1,0.0,"A Day In The Life (Album Version)",0
602,"SOEDDXY12AC907580A",739802,"Italo Dance Collection_ Vol. 1","ARZY28S1187FB40BAB",-33.91906,"Cape Town ZA",18.42196,"Taboo",0.0,301.71383,9,0.038,131.968,4,0.0,"Sous la Tour Eiffel",0
603,"SOQFWIS12A58A7BD61",8768,"Hex","ARNR58F1187FB52FA9",,"",,"BigElf",0.0,298.13506,0,0.68,64.006,1,0.453,"Falling Bombs",2003
604,"SOWRILA12A8C1360D0",205285,"The Beat Goes On","AR202MX1187B9B0383",,"",,"Tanto Metro & Devonte",0.0,207.56853,6,0.346,105.671,4,0.143,"Sometimes",0
605,"SOGDLDE12AB017A28E",437552,"The Legendary Ray Kane : Old Slack Key","ARDAONS11F4C844929",,"",,"Ray Kane",0.0,107.7024,9,0.0,163.385,4,0.0,"Wa'ahila (Instrumental - Bonus Track)",0
606,"SOZAFEC12AB018C519",724004,"A Tribute To David Bowie Vol 1","AROLZEM1187B9A805E",64.55653,"NORWAY",12.66538,"Ashes to Ashes",0.0,254.32771,7,0.0,94.888,3,1.0,"Drive In Saturday - (Tribute to David Bowie)",0
607,"SOYMPFK12A8C141D1A",426506,"My Life Would Suck Without You","ARJGIOD1187B9AE920",,"",,"Kelly Clarkson",0.0,230.63465,9,0.019,135.914,4,0.394,"My Life Would Suck Without You",2009
608,"SOZTDIN12AB018AAD1",681552,"In A Word","AR05VW21187FB407B4",52.94922,"Nottingham",-1.14392,"Fudge Tunnel",0.0,124.94322,11,0.038,120.703,4,0.005,"Bed Crumbs",1991
609,"SOGSBKB12AC9097E0F",683115,"Fous les canards","AR64N1H1187B996199",45.51228,"Montreal",-73.55439,"Edgar Bori",0.0,264.61995,11,0.522,117.295,1,0.253,"J'l'ai pas dit",0
610,"SOCOTRH12A8C13840D",152856,"Urban Blues Singing Legend 1949-1951","AR6Y8JF1187B9BA1D5",33.92192,"Gurdon AR",-93.14939,"Jimmy Witherspoon",0.0,147.69587,3,0.241,94.105,3,1.0,"I'm Just Wonderin' Part 2",0
611,"SOIEJUL12AB0181C12",345598,"Fantasia","ARGMXQW1187FB54C34",-23.56287,"Sao Paulo Brazil",-46.65466,"Eliane Elias",0.0,326.42567,5,0.485,95.111,3,0.492,"No More Blues (Chega de Saudade)",1992
612,"SONNDRB12A8AE46705",236463,"Angelic Embrace","ARMSW7X1187FB5B504",34.05349,"California - LA",-118.24532,"Dave Eggar",0.0,225.04444,1,0.848,100.893,4,0.544,"Wave",2002
613,"SOVOYJL12A8C142B2A",609931,"The Best of Donnie Brooks","AR180PG1187B997BAE",32.77815,"Dallas Texas",-96.7954,"Donnie Brooks",0.0,174.34077,0,0.127,113.082,4,0.717,"What'd I Say",2001
614,"SOUDSJF12A8C13C36D",105923,"36 Grad Remixe","ARNJVSL1187B99AFD4",52.51607,"Berlin Germany",13.37698,"2raumwohnung",0.0,357.85098,7,0.002,125.995,5,1.0,"Ja (Hanno's Poppersmonstermix)",2007
615,"SOJCOPL12AB01886A1",421820,"Peace in a time of war","ARVWNTI1269FB34C59",,"",,"SOJA",0.0,235.17995,5,0.096,145.949,4,0.145,"Time to come true",0
616,"SONFOLB12AB01841B9",542748,"Whatever's Cool With Me","AR9YWMS1187FB43A34",,"Amherst MA",,"Dinosaur Jr.",0.0,271.12444,0,0.62,152.461,4,0.369,"Whatever's Cool With Me (LP Version)",1991
617,"SOBDHIZ12AB0182E18",541927,"Two Warriors","ARP9QX11187FB50EEB",,"",,"Ulytau",0.0,233.76934,5,0.482,140.13,4,0.0,"Winter (Four Seasons)",0
618,"SOGIAKH12AB0184D05",499460,"Something Beautiful","ARSVRVA1187B99228A",,"",,"The Nelons",0.0,200.202,7,0.95,108.914,4,0.155,"Hallelujah",0
619,"SOSBJHW12A6D4FAAB2",59460,"Inertia","AR1GNFR1187B9AD1FD",,"Los Angeles CA",,"The Exies",0.0,201.87383,10,0.474,113.326,4,0.824,"Creeper Kamikaze",2003
620,"SOHZNER12AAFF43D08",530926,"Natsukashii","ARZU9NI1187B9AEE08",59.37991,"Karlstad",13.49942,"Babylon Disco",0.0,208.90077,0,0.557,89.927,4,1.0,"Error",2007
621,"SODTDRC12A81C22C7C",131443,"Lauluja rakkaudesta","AR22KLC1187B98E812",,"",,"Kaija Koo",0.0,227.36934,2,0.675,121.981,4,1.0,"Seuraavassa elämässä",1995
622,"SOJUZCX12AB0181D3E",757812,"Paris Jazz Cafe Vol.3","AROVSYC119B3403921",,"",,"Gus Viseur",0.0,180.00934,2,0.327,90.177,4,0.817,"Fausse monnaie",2000
623,"SOKBBBJ12AB018A3BF",580860,"Hits Of The 80's","ARUGX5X1187FB468C4",34.15917,"Encino CA",-118.50119,"Dino",0.0,245.39383,0,0.014,95.179,3,1.0,"Chariots Of Fire",0
624,"SODUNOD12A58A79381",253452,"Suicide Sessions / Anti-Social Personality Disorder: Live","ARA7WV51187FB532B0",44.48721,"Lancaster NH",-71.56889,"GG Allin",0.0,121.70404,8,0.741,74.82,4,0.187,"I Live to Be Hated",0
625,"SOJUTCU12AB017EDB4",495309,"Instrumentals and Lost Tracks","AR16T2D1187B98ABF4",,"",,"Zimbabwe Legit",0.0,235.91138,1,0.0,100.145,4,0.752,"Siyabonga (Unreleased Bonus Track)",0
626,"SOHOXXV12A6701BEBF",2210,"Break Like The Wind","ARWDP431187FB56492",,"",,"Spinal Tap",0.0,235.41506,4,0.509,129.318,4,0.0,"The Majesty Of Rock",1992
627,"SOTNLBM12AB0185DD2",460246,"Drama_ Spiel und Blut (Das Archiv Teil 1)","ARFY8NV1187B9B1961",,"",,"Der Moderne Man",0.0,159.55546,4,0.556,105.29,4,0.982,"Blaue Matrosen (live)",0
628,"SONPVKR12A58A7BA4A",235138,"French","AR0XSOO1187B9B9E88",51.50632,"London / Ex-Manchester",-0.12714,"Buzzcocks",0.0,219.19302,4,0.776,176.153,4,0.0,"Strange Thing",1980
629,"SOBPHTZ12A8C134095",282100,"The Bass-ic Collection","ARHZCG01187B99E4DE",39.95227,"Philadelphia PA",-75.16237,"Stanley Clarke",0.0,282.69669,2,0.377,84.064,3,0.488,"Journey To Love",1975
630,"SOULLZX12A8C13491F",149697,"Devorador De Corazones","AR1LQNB1187B9A6AE5",,"",,"La Portuaria",0.0,148.00934,9,0.265,112.071,4,0.813,"Alguna Vez",0
631,"SOAHRFR12A8C142155",237875,"Rad Jackson","ARI8GY11187B988DF4",,"",,"Hemdale",0.0,107.57179,10,0.368,108.917,1,0.0,"Rotting Fumes",0
632,"SOAGCNO12AB0187A1A",789605,"Love it to Life","ARE0OLY1187B9AD19F",40.79263,"Whitestone Queens NY",-73.80817,"Jesse Malin and The St. Marks Social",0.0,243.722,9,0.585,126.105,4,0.689,"Revelations",2007
633,"SOYSRRY12A6310E1C1",130,"Here Without You","ARW1MUW1187FB4D5A1",,"Escatawpa MS",,"3 Doors Down",0.0,230.42567,4,0.189,86.82,4,0.854,"It's Not Me",2003
634,"SOFPGXP12A58A78AAB",391911,"Ma Rainey","ARWQ2DR1187B98FF28",32.46292,"Columbus GA",-84.98763,"Ma Rainey",0.0,188.94322,4,0.285,99.076,1,0.0,"Ma Rainey's Black Bottom",1927
635,"SOEIIYR12AB01825B8",531888,"Back From The Dead","ARY02GH1187B99B223",,"Edmonton Alberta Canada",,"Zombie Girl",0.0,260.54485,1,0.0,129.984,4,0.0,"I Want It",2006
636,"SOHWWOM12AB0186627",546441,"Welcome to my World","AR6CLFP1187B9ACB94",,"Sacramento CA",,"Daniel Johnston",0.0,311.53587,0,0.669,106.742,4,0.431,"Story Of An Artist (Don't Be Scared)",0
637,"SOFFLLP12AB018ED52",722229,"The Lost Souls Bonus EP","ARFELOH1187B991F95",,"",,"Niraj Chag",0.0,262.5824,9,0.317,90.013,5,0.386,"Sajana (Ft Faheem Mazhar)",0
638,"SODPNJR12A6D4FA52D",55934,"Joao Voz E Violato","AR3THYK1187B999F1F",,"",,"João Gilberto",0.0,197.19791,4,0.665,127.782,4,0.226,"Segredo",2000
639,"SOBOAQC12A8C13E3E9",310248,"BTNHRESURRECTION","ARUZRFN1187B98AC05",,"Cleveland OH",,"Bone Thugs-N-Harmony",0.0,255.73832,9,0.556,101.167,1,1.0,"Murder One",2000
640,"SODKUVJ12AB0187A4A",681735,"Blown Away","ARDOOH01187B991055",,"",,"Ultraviolence",0.0,367.41179,1,0.343,174.57,4,0.315,"I Destructor (Lenny Dee Mix)",0
641,"SOGDQZK12A8C13F37C",221677,"Adelante","AR2PT4M1187FB55B1A",,"",,"Los Chichos",0.0,191.68608,0,0.501,150.955,4,0.6,"No Quieras Marcharte",1984
642,"SOZVLXO12AF72ABCDB",661309,"Live At Tonic","AR6WICD1187B998708",39.95227,"Philadelphia PA",-75.16237,"Christian McBride",0.0,692.06159,0,0.68,121.201,4,0.912,"D Shuffle Jam (Part 2)",0
643,"SOINHKC12AB01836E0",460926,"Garden Of Joy","AR3GYKU1187B996AB9",41.05182,"Stamford CT",-73.54223,"Jim Kweskin",0.0,208.90077,10,0.561,160.981,4,0.149,"When I Was A Cowboy (Western Plains) (LP Version)",0
644,"SOKVLHX12AB0187B39",576541,"Utopia","ARHBWOZ1187FB3FD53",,"ITALY",,"Utopia",0.0,239.59465,2,0.167,173.841,3,0.302,"On My Feet Again",0
645,"SODMVJR12A6D4F985D",47304,"Ill Na Na","ARDI88R1187B98DAB2",,"",,"Foxy Brown",0.0,222.92853,1,0.329,93.056,4,1.0,"If I...",0
646,"SOMMSMW12A8C13FCCC",521383,"Plug In Baby","ARR3ONV1187B9A2F59",54.31407,"UK",-2.23001,"Muse",0.0,156.96934,4,0.772,127.547,1,0.168,"Bedroom Acoustics",0
647,"SOVBVJW12AAF3B5F77",324015,"Intermobility","ARMFOCL119B8668919",,"",,"String Trio Of New York",0.0,392.4371,9,0.594,130.316,5,1.0,"Ju Ju",0
648,"SOHCCIA12AC907577F",785362,"Pentagrammaton","ARZEWUR1187FB53DC8",50.45663,"Belgica -- Namur Namur/Ghent East Flanders",4.87137,"Enthroned",0.0,89.15546,2,0.0,90.66,3,0.524,"Ad Te Clamamus Exsvles Mortva Liberi",2010
649,"SOVLGJY12A8C13FBED",223563,"Call of the Mastodon","ARMQHX71187B9890D3",,"Atlanta GA",,"Mastodon",0.0,280.21506,5,0.555,173.205,5,0.12,"Deep Sea Creature",2001
650,"SOIWBDR12A8C13A4AC",295123,"Massenet: Werther","ARUKJUP12086C14589",,"",,"Ramón Vargas;Vladimir Jurowski",0.0,278.38649,7,0.313,127.113,1,0.446,"Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?",0
651,"SOZSPTD12A8C143BFD",478222,"Distance","ARO0EUG1187B9AC250",,"",,"Portable",0.0,362.60526,10,0.505,116.005,4,1.0,"Theresa",2003
652,"SOTLYRR12A8C13951F",293622,"RCA Country Legends","AR0X3JJ1187FB3A9A7",,"McLellan FL",,"Hank Locklin",0.0,146.83383,7,0.666,90.61,4,0.603,"Danny Boy",0
653,"SOOOUDM12AAA15EE2D",615562,"Tango","ART9VCW1187B9B6FE6",,"",,"Lili Ivanova",0.0,253.70077,6,0.419,124.025,4,0.0,"Pak shte te obicham",0
654,"SOCZQSZ12A8AE4604D",237547,"Sly & Robbie present Taxi","AR0DSOO1187B9B855E",,"",,"Wailing Souls",0.0,204.85179,7,0.588,146.445,4,0.433,"Old Broom",1981
655,"SOPPEBK12A8C13B9CE",597462,"In His Prime 1927-1928","ARN7OQ21187FB5A6B3",,"Greenwood MS",,"Furry Lewis",0.0,171.49342,8,0.41,136.915,1,0.488,"Good Looking Girl Blues",0
656,"SOKCDWG12A8C1398E7",105323,"Bröderna Djup - Vi bor på landet","AR2ABYH1187B9A0C67",,"",,"Bröderna Djup",0.0,126.6673,9,0.42,135.407,4,0.492,"Råskevärsrock",0
657,"SOAQCDC12A8C139378",249662,"Cajun Blood","AR1JGQT1187FB56878",30.23513,"Rayne LA",-92.26831,"Jo-El Sonnier",0.0,233.01179,7,0.807,169.235,4,0.77,"Cajun Blood",0
658,"SONZEZK12A8C13A421",295644,"Nineteen Naughty Nine Nature's Fury","AR1ZYLH1187B98C159",,"East Orange NJ",,"Naughty By Nature;Naughty By Nature featuring Zhane",0.0,213.91628,0,0.7,91.981,4,1.0,"Jamboree",0
659,"SONTUMS12AC468A9AA",695138,"Poikamies (2009)","ARKPDBH1242077DEB1",,"",,"Murskahumppa",0.0,145.76281,9,0.846,130.756,1,0.0,"Poikamies (2009)",0
660,"SOCUDXX12A58A76EF9",68914,"Walking Miracle","ARP32X81187B99EBF5",42.33168,"Detroit MI",-83.04792,"Vanessa Bell Armstrong",0.0,231.54893,2,0.035,120.977,5,0.15,"Til The Victory's Won",0
661,"SOSYMSX12A6310DFE2",405065,"OK Computer (Collector's Edition)","ARH6W4X1187B99274F",,"Oxford UK",,"Radiohead",0.0,267.20608,0,0.847,150.848,3,0.401,"Subterranean Homesick Alien",1997
662,"SOCSEYN12A6D4F8178",25426,"Things In The Game Done Changed","ARXP7MQ1187FB3AC5F",,"LOWELL",,"Dave Hollister",0.0,305.34485,6,0.443,118.052,4,1.0,"Tell Me Why",2006
663,"SOKVTFS12A8C1336D6",600205,"When Juniper Sleeps","ARB06Z71187B99049A",,"",,"Seamus Egan",0.0,205.21751,0,0.5,60.11,1,0.0,"Lullaby",0
664,"SOEBXFH12AB018607F",564601,"Street Singer","ARMBDNQ1187FB3F3EC",46.97933,"Kamenetz-Podolsk Moldavia",28.39131,"Arthur Tracy",0.0,161.38404,5,0.627,138.25,4,0.0,"Dance_ Gypsy_ Dance",0
